CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,CODE_GENDER_F,CODE_GENDER_M,FLAG_OWN_CAR_N,FLAG_OWN_CAR_Y,FLAG_OWN_REALTY_N,FLAG_OWN_REALTY_Y,STATUS
1,225000.0,2,1,4,2,-13788,-640,1,1,0,0,1,3.0,0,1,1,0,0,1,0
1,225000.0,2,1,4,2,-13788,-640,1,1,0,0,1,3.0,0,1,1,0,0,1,0
1,225000.0,2,1,4,2,-13788,-640,1,1,0,0,1,3.0,0,1,1,0,0,1,0
1,225000.0,2,1,4,2,-13788,-640,1,1,0,0,1,3.0,0,1,1,0,0,1,0
1,225000.0,2,1,4,2,-13788,-640,1,1,0,0,1,3.0,0,1,1,0,0,1,0
0,202500.0,2,1,1,2,-18745,-3653,1,0,0,0,1,1.0,0,1,1,0,0,1,0
0,202500.0,2,1,1,2,-18745,-3653,1,0,0,0,1,1.0,0,1,1,0,0,1,1
0,202500.0,2,1,1,2,-18745,-3653,1,0,0,0,1,1.0,0,1,1,0,0,1,1
0,202500.0,2,1,1,2,-18745,-3653,1,0,0,0,1,1.0,0,1,1,0,0,1,1
0,202500.0,2,1,1,2,-18745,-3653,1,0,0,0,1,1.0,0,1,1,0,0,1,1
1,225000.0,2,2,4,2,-13205,-248,1,0,0,0,5,3.0,0,1,0,1,0,1,0
1,225000.0,2,2,4,2,-13205,-248,1,0,0,0,5,3.0,0,1,0,1,0,1,0
2,337500.0,2,2,4,2,-12418,-1678,1,0,1,0,1,4.0,0,1,0,1,0,1,0
2,337500.0,2,2,4,2,-12418,-1678,1,0,1,0,1,4.0,0,1,0,1,0,1,0
2,337500.0,2,2,4,2,-12418,-1678,1,0,1,0,1,4.0,0,1,0,1,0,1,0
1,180000.0,2,1,1,2,-18520,-2101,1,0,1,1,4,2.0,1,0,1,0,0,1,0
1,180000.0,2,1,1,2,-18520,-2101,1,0,1,1,4,2.0,1,0,1,0,0,1,0
1,180000.0,2,1,1,2,-18520,-2101,1,0,1,1,4,2.0,1,0,1,0,0,1,0
1,180000.0,2,1,1,2,-18520,-2101,1,0,1,1,4,2.0,1,0,1,0,0,1,0
1,180000.0,2,1,1,2,-18520,-2101,1,0,1,1,4,2.0,1,0,1,0,0,1,0
1,180000.0,2,1,1,2,-18520,-2101,1,0,1,1,4,2.0,1,0,1,0,0,1,0
1,112500.0,2,1,4,2,-15174,-3292,1,1,0,0,3,3.0,1,0,0,1,0,1,0
1,112500.0,2,1,4,2,-15174,-3292,1,1,0,0,3,3.0,1,0,0,1,0,1,1
1,112500.0,2,1,4,2,-15174,-3292,1,1,0,0,3,3.0,1,0,0,1,0,1,1
1,112500.0,2,1,4,2,-15174,-3292,1,1,0,0,3,3.0,1,0,0,1,0,1,1
1,112500.0,2,1,4,2,-15174,-3292,1,1,0,0,3,3.0,1,0,0,1,0,1,1
2,202500.0,2,0,4,2,-13483,-5204,1,0,0,1,1,4.0,1,0,1,0,0,1,1
2,202500.0,2,0,4,2,-13483,-5204,1,0,0,1,1,4.0,1,0,1,0,0,1,0
1,243000.0,2,3,4,2,-14295,-5966,1,0,0,1,4,3.0,1,0,1,0,0,1,0
1,243000.0,2,3,4,2,-14295,-5966,1,0,0,1,4,3.0,1,0,1,0,0,1,0
0,180000.0,2,1,4,2,-17039,-2986,1,0,1,0,3,2.0,1,0,0,1,0,1,0
0,180000.0,2,1,4,2,-17039,-2986,1,0,1,0,3,2.0,1,0,0,1,0,1,1
1,630000.0,2,1,4,2,-17755,-401,1,0,0,0,0,3.0,1,0,0,1,0,1,0
1,630000.0,2,1,4,2,-17755,-401,1,0,0,0,0,3.0,1,0,0,1,0,1,0
1,630000.0,2,1,4,2,-17755,-401,1,0,0,0,0,3.0,1,0,0,1,0,1,0
1,630000.0,2,1,4,2,-17755,-401,1,0,0,0,0,3.0,1,0,0,1,0,1,0
1,630000.0,2,1,4,2,-17755,-401,1,0,0,0,0,3.0,1,0,0,1,0,1,0
1,630000.0,2,1,4,2,-17755,-401,1,0,0,0,0,3.0,1,0,0,1,0,1,0
1,630000.0,2,1,4,2,-17755,-401,1,0,0,0,0,3.0,1,0,0,1,0,1,0
1,630000.0,2,1,4,2,-17755,-401,1,0,0,0,0,3.0,1,0,0,1,0,1,1
1,180000.0,2,1,4,2,-16971,-1375,1,0,0,1,1,3.0,1,0,0,1,0,1,0
1,180000.0,2,1,4,2,-16971,-1375,1,0,0,1,1,3.0,1,0,0,1,0,1,0
0,135000.0,2,3,2,2,-13471,-1797,1,0,0,0,3,1.0,1,0,1,0,0,1,0
0,189000.0,1,1,2,2,-20858,365243,1,0,0,0,0,1.0,1,0,1,0,0,1,0
0,189000.0,1,1,2,2,-20858,365243,1,0,0,0,0,1.0,1,0,1,0,0,1,0
0,189000.0,1,1,2,2,-20858,365243,1,0,0,0,0,1.0,1,0,1,0,0,1,0
0,189000.0,1,1,2,2,-20858,365243,1,0,0,0,0,1.0,1,0,1,0,0,1,0
1,112500.0,2,1,4,2,-10406,-2774,1,0,0,1,4,3.0,1,0,1,0,0,1,0
1,112500.0,2,1,4,2,-10406,-2774,1,0,0,1,4,3.0,1,0,1,0,0,1,0
1,112500.0,2,1,4,2,-10406,-2774,1,0,0,1,4,3.0,1,0,1,0,0,1,0
1,112500.0,2,1,4,2,-10406,-2774,1,0,0,1,4,3.0,1,0,1,0,0,1,0
1,112500.0,2,1,4,2,-10406,-2774,1,0,0,1,4,3.0,1,0,1,0,0,1,0
1,112500.0,2,1,4,2,-10406,-2774,1,0,0,1,4,3.0,1,0,1,0,0,1,1
1,112500.0,2,1,4,2,-10406,-2774,1,0,0,1,4,3.0,1,0,1,0,0,1,0
1,112500.0,2,1,4,2,-10406,-2774,1,0,0,1,4,3.0,1,0,1,0,0,1,0
1,112500.0,2,1,4,2,-10406,-2774,1,0,0,1,4,3.0,1,0,1,0,0,1,0
1,112500.0,2,1,4,2,-10406,-2774,1,0,0,1,4,3.0,1,0,1,0,0,1,0
1,112500.0,2,1,4,2,-10406,-2774,1,0,0,1,4,3.0,1,0,1,0,0,1,0
1,112500.0,2,1,4,2,-10406,-2774,1,0,0,1,4,3.0,1,0,1,0,0,1,0
0,171000.0,2,2,4,2,-11052,-609,1,0,0,0,6,2.0,1,0,1,0,0,1,0
0,171000.0,2,2,4,2,-11052,-609,1,0,0,0,6,2.0,1,0,1,0,0,1,0
0,171000.0,2,2,4,2,-11052,-609,1,0,0,0,6,2.0,1,0,1,0,0,1,0
0,112500.0,2,1,4,0,-16978,-821,1,0,0,0,0,2.0,1,0,1,0,1,0,0
0,112500.0,2,1,4,0,-16978,-821,1,0,0,0,0,2.0,1,0,1,0,1,0,0
0,112500.0,2,1,4,0,-16978,-821,1,0,0,0,0,2.0,1,0,1,0,1,0,0
0,112500.0,2,1,4,0,-16978,-821,1,0,0,0,0,2.0,1,0,1,0,1,0,0
0,112500.0,2,1,4,0,-16978,-821,1,0,0,0,0,2.0,1,0,1,0,1,0,0
0,112500.0,2,1,4,0,-16978,-821,1,0,0,0,0,2.0,1,0,1,0,1,0,0
0,112500.0,2,1,4,0,-16978,-821,1,0,0,0,0,2.0,1,0,1,0,1,0,0
0,112500.0,2,1,4,0,-16978,-821,1,0,0,0,0,2.0,1,0,1,0,1,0,0
1,67500.0,2,3,4,2,-12774,-517,1,0,0,0,6,3.0,1,0,1,0,0,1,0
0,292500.0,2,3,3,2,-14522,-1552,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,292500.0,2,3,3,2,-14522,-1552,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,292500.0,2,3,3,2,-14522,-1552,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,292500.0,2,3,3,2,-14522,-1552,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,292500.0,2,3,3,2,-14522,-1552,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,292500.0,2,3,3,2,-14522,-1552,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,292500.0,2,3,3,2,-14522,-1552,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,292500.0,2,3,3,2,-14522,-1552,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,292500.0,2,3,3,2,-14522,-1552,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,292500.0,2,3,3,2,-14522,-1552,1,0,0,0,1,2.0,1,0,1,0,0,1,0
2,157500.0,2,1,4,2,-15021,-6879,1,0,0,0,6,4.0,1,0,0,1,0,1,0
2,157500.0,2,1,4,2,-15021,-6879,1,0,0,0,6,4.0,1,0,0,1,0,1,0
2,157500.0,2,1,4,2,-15021,-6879,1,0,0,0,6,4.0,1,0,0,1,0,1,0
2,157500.0,2,1,4,2,-15021,-6879,1,0,0,0,6,4.0,1,0,0,1,0,1,0
2,157500.0,2,1,4,2,-15021,-6879,1,0,0,0,6,4.0,1,0,0,1,0,1,0
0,225000.0,2,1,4,2,-12325,-187,1,0,0,0,4,2.0,1,0,1,0,0,1,0
0,225000.0,2,1,4,2,-12325,-187,1,0,0,0,4,2.0,1,0,1,0,0,1,0
0,225000.0,2,1,4,2,-12325,-187,1,0,0,0,4,2.0,1,0,1,0,0,1,0
0,225000.0,2,1,4,2,-12325,-187,1,0,0,0,4,2.0,1,0,1,0,0,1,0
0,225000.0,2,1,4,2,-12325,-187,1,0,0,0,4,2.0,1,0,1,0,0,1,0
0,225000.0,2,1,4,2,-12325,-187,1,0,0,0,4,2.0,1,0,1,0,0,1,0
0,225000.0,2,1,4,2,-12325,-187,1,0,0,0,4,2.0,1,0,1,0,0,1,0
0,225000.0,2,1,4,2,-12325,-187,1,0,0,0,4,2.0,1,0,1,0,0,1,0
0,225000.0,2,1,4,2,-12325,-187,1,0,0,0,4,2.0,1,0,1,0,0,1,0
0,225000.0,2,1,4,2,-12325,-187,1,0,0,0,4,2.0,1,0,1,0,0,1,1
0,157500.0,2,1,0,2,-11009,-366,1,0,0,0,1,1.0,0,1,1,0,0,1,0
0,112500.0,2,1,4,2,-18545,-425,1,0,0,0,1,2.0,1,0,1,0,0,1,0
1,67500.0,2,1,4,2,-11454,-1678,1,0,1,1,3,3.0,1,0,0,1,0,1,0
1,67500.0,2,1,4,2,-11454,-1678,1,0,1,1,3,3.0,1,0,0,1,0,1,0
1,67500.0,2,1,4,2,-11454,-1678,1,0,1,1,3,3.0,1,0,0,1,0,1,0
1,67500.0,2,1,4,2,-11454,-1678,1,0,1,1,3,3.0,1,0,0,1,0,1,0
1,67500.0,2,1,4,2,-11454,-1678,1,0,1,1,3,3.0,1,0,0,1,0,1,0
1,67500.0,2,1,4,2,-11454,-1678,1,0,1,1,3,3.0,1,0,0,1,0,1,0
1,67500.0,2,1,4,2,-11454,-1678,1,0,1,1,3,3.0,1,0,0,1,0,1,0
1,67500.0,2,1,4,2,-11454,-1678,1,0,1,1,3,3.0,1,0,0,1,0,1,0
1,67500.0,2,1,4,2,-11454,-1678,1,0,1,1,3,3.0,1,0,0,1,0,1,0
0,162000.0,2,3,4,2,-17383,-4692,1,0,0,0,6,2.0,1,0,1,0,0,1,0
0,270000.0,2,3,4,2,-15532,-1587,1,0,0,0,6,2.0,0,1,1,0,0,1,0
0,166500.0,2,2,4,2,-13156,-1917,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,166500.0,2,2,4,2,-13156,-1917,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,166500.0,2,2,4,2,-13156,-1917,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,166500.0,2,2,4,2,-13156,-1917,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,166500.0,2,2,4,2,-13156,-1917,1,0,0,0,1,2.0,1,0,1,0,0,1,0
1,157500.0,2,1,4,2,-11938,-2162,1,0,0,0,6,3.0,1,0,0,1,0,1,0
1,157500.0,2,1,4,2,-11938,-2162,1,0,0,0,6,3.0,1,0,0,1,0,1,0
0,157500.0,1,1,4,2,-20359,365243,1,0,0,1,0,2.0,1,0,1,0,0,1,0
0,157500.0,1,1,4,2,-20359,365243,1,0,0,1,0,2.0,1,0,1,0,0,1,0
0,157500.0,1,1,4,2,-20359,365243,1,0,0,1,0,2.0,1,0,1,0,0,1,0
0,157500.0,1,1,4,2,-20359,365243,1,0,0,1,0,2.0,1,0,1,0,0,1,0
0,157500.0,1,1,4,2,-20359,365243,1,0,0,1,0,2.0,1,0,1,0,0,1,0
0,157500.0,1,1,4,2,-20359,365243,1,0,0,1,0,2.0,1,0,1,0,0,1,0
1,90000.0,2,1,3,2,-8993,-152,1,1,0,0,6,3.0,1,0,1,0,0,1,0
1,90000.0,2,1,3,2,-8993,-152,1,1,0,0,6,3.0,1,0,1,0,0,1,0
1,90000.0,2,1,3,2,-8993,-152,1,1,0,0,6,3.0,1,0,1,0,0,1,0
1,135000.0,2,1,3,0,-10190,-279,1,0,0,0,0,3.0,1,0,1,0,0,1,0
1,135000.0,2,1,3,0,-10190,-279,1,0,0,0,0,3.0,1,0,1,0,0,1,0
1,135000.0,2,1,3,0,-10190,-279,1,0,0,0,0,3.0,1,0,1,0,0,1,1
1,135000.0,2,1,3,0,-10190,-279,1,0,0,0,0,3.0,1,0,1,0,0,1,0
1,135000.0,2,1,3,0,-10190,-279,1,0,0,0,0,3.0,1,0,1,0,0,1,0
1,135000.0,2,1,3,0,-10190,-279,1,0,0,0,0,3.0,1,0,1,0,0,1,0
1,135000.0,2,1,3,0,-10190,-279,1,0,0,0,0,3.0,1,0,1,0,0,1,0
1,135000.0,2,1,3,0,-10190,-279,1,0,0,0,0,3.0,1,0,1,0,0,1,0
1,135000.0,2,1,3,0,-10190,-279,1,0,0,0,0,3.0,1,0,1,0,0,1,0
1,157500.0,2,1,3,2,-11961,-2131,1,0,0,0,3,3.0,1,0,1,0,0,1,0
0,180000.0,2,3,4,2,-10981,-1766,1,0,0,1,1,2.0,1,0,1,0,0,1,1
1,315000.0,3,3,2,2,-18233,-425,1,0,1,1,0,2.0,1,0,0,1,0,1,0
1,315000.0,3,3,2,2,-18233,-425,1,0,1,1,0,2.0,1,0,0,1,0,1,0
1,315000.0,3,3,2,2,-18233,-425,1,0,1,1,0,2.0,1,0,0,1,0,1,0
1,315000.0,3,3,2,2,-18233,-425,1,0,1,1,0,2.0,1,0,0,1,0,1,1
1,315000.0,3,3,2,2,-18233,-425,1,0,1,1,0,2.0,1,0,0,1,0,1,0
1,315000.0,3,3,2,2,-18233,-425,1,0,1,1,0,2.0,1,0,0,1,0,1,0
1,315000.0,3,3,2,2,-18233,-425,1,0,1,1,0,2.0,1,0,0,1,0,1,0
1,315000.0,3,3,2,2,-18233,-425,1,0,1,1,0,2.0,1,0,0,1,0,1,0
1,315000.0,3,3,2,2,-18233,-425,1,0,1,1,0,2.0,1,0,0,1,0,1,0
1,315000.0,3,3,2,2,-18233,-425,1,0,1,1,0,2.0,1,0,0,1,0,1,0
1,315000.0,3,3,2,2,-18233,-425,1,0,1,1,0,2.0,1,0,0,1,0,1,0
1,315000.0,3,3,2,2,-18233,-425,1,0,1,1,0,2.0,1,0,0,1,0,1,0
1,315000.0,3,3,2,2,-18233,-425,1,0,1,1,0,2.0,1,0,0,1,0,1,0
0,171000.0,2,1,0,1,-9545,-156,1,0,0,0,1,1.0,0,1,0,1,1,0,0
0,171000.0,2,1,0,1,-9545,-156,1,0,0,0,1,1.0,0,1,0,1,1,0,1
2,135000.0,2,1,4,2,-13534,-2557,1,0,0,0,1,4.0,0,1,1,0,0,1,0
2,135000.0,2,1,4,2,-13534,-2557,1,0,0,0,1,4.0,0,1,1,0,0,1,0
2,135000.0,2,1,4,2,-13534,-2557,1,0,0,0,1,4.0,0,1,1,0,0,1,0
2,112500.0,2,1,4,2,-13095,-217,1,0,1,0,1,4.0,0,1,0,1,1,0,1
2,112500.0,2,1,4,2,-13095,-217,1,0,1,0,1,4.0,0,1,0,1,1,0,0
2,112500.0,2,1,4,2,-13095,-217,1,0,1,0,1,4.0,0,1,0,1,1,0,1
2,112500.0,2,1,4,2,-13095,-217,1,0,1,0,1,4.0,0,1,0,1,1,0,0
0,135000.0,2,3,4,2,-16949,-1371,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,135000.0,2,3,4,2,-16949,-1371,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,135000.0,2,3,4,2,-16949,-1371,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,135000.0,2,3,4,2,-16949,-1371,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,135000.0,2,3,4,2,-16949,-1371,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,135000.0,2,3,4,2,-16949,-1371,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,135000.0,2,3,4,2,-16949,-1371,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,135000.0,2,3,4,2,-16949,-1371,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,135000.0,2,3,4,2,-16949,-1371,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,135000.0,2,3,4,2,-16949,-1371,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,328500.0,1,1,3,2,-20940,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,328500.0,1,1,3,2,-20940,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,328500.0,1,1,3,2,-20940,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,328500.0,1,1,3,2,-20940,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,328500.0,1,1,3,2,-20940,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,328500.0,1,1,3,2,-20940,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,225000.0,2,1,4,2,-10328,-1156,1,0,0,0,1,2.0,0,1,0,1,0,1,0
0,225000.0,2,1,4,2,-10328,-1156,1,0,0,0,1,2.0,0,1,0,1,0,1,0
0,225000.0,2,1,4,2,-10328,-1156,1,0,0,0,1,2.0,0,1,0,1,0,1,0
0,225000.0,2,1,4,2,-10328,-1156,1,0,0,0,1,2.0,0,1,0,1,0,1,0
0,225000.0,2,1,4,2,-10328,-1156,1,0,0,0,1,2.0,0,1,0,1,0,1,0
0,225000.0,2,1,4,2,-10328,-1156,1,0,0,0,1,2.0,0,1,0,1,0,1,0
0,225000.0,2,1,4,2,-10328,-1156,1,0,0,0,1,2.0,0,1,0,1,0,1,0
0,225000.0,2,1,4,2,-10328,-1156,1,0,0,0,1,2.0,0,1,0,1,0,1,0
0,225000.0,2,1,4,2,-10328,-1156,1,0,0,0,1,2.0,0,1,0,1,0,1,0
0,148500.0,1,1,4,2,-22815,365243,1,0,1,0,0,2.0,0,1,0,1,0,1,1
0,148500.0,1,1,4,2,-22815,365243,1,0,1,0,0,2.0,0,1,0,1,0,1,1
1,76500.0,1,1,4,1,-21583,365243,1,0,1,0,0,3.0,1,0,0,1,1,0,0
1,76500.0,1,1,4,1,-21583,365243,1,0,1,0,0,3.0,1,0,0,1,1,0,0
0,135000.0,2,3,4,2,-12952,-1587,1,0,1,0,4,2.0,1,0,1,0,0,1,0
0,135000.0,2,3,4,2,-12952,-1587,1,0,1,0,4,2.0,1,0,1,0,0,1,1
0,135000.0,2,3,4,2,-12952,-1587,1,0,1,0,4,2.0,1,0,1,0,0,1,0
2,135000.0,2,3,1,2,-20425,-5453,1,1,1,0,3,3.0,1,0,0,1,0,1,0
0,67500.0,1,3,4,2,-22212,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,67500.0,1,3,4,2,-22212,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,67500.0,1,3,4,2,-22212,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,67500.0,1,3,4,2,-22212,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,67500.0,1,3,4,2,-22212,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,67500.0,1,3,4,2,-22212,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,67500.0,1,3,4,2,-22212,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,67500.0,1,3,4,2,-22212,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,67500.0,1,3,4,2,-22212,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,67500.0,1,3,4,2,-22212,365243,1,0,0,0,0,2.0,1,0,1,0,0,1,0
0,445500.0,2,3,4,2,-12477,-456,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,445500.0,2,3,4,2,-12477,-456,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,445500.0,2,3,4,2,-12477,-456,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,445500.0,2,3,4,2,-12477,-456,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,445500.0,2,3,4,2,-12477,-456,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,445500.0,2,3,4,2,-12477,-456,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,445500.0,2,3,4,2,-12477,-456,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,445500.0,2,3,4,2,-12477,-456,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,445500.0,2,3,4,2,-12477,-456,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,445500.0,2,3,4,2,-12477,-456,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,445500.0,2,3,4,2,-12477,-456,1,0,0,0,5,2.0,1,0,0,1,0,1,0
0,67500.0,2,1,0,0,-9130,-2105,1,0,0,0,6,1.0,1,0,1,0,0,1,0
0,67500.0,2,1,0,0,-9130,-2105,1,0,0,0,6,1.0,1,0,1,0,0,1,0
0,67500.0,2,1,0,0,-9130,-2105,1,0,0,0,6,1.0,1,0,1,0,0,1,0
0,67500.0,2,1,0,0,-9130,-2105,1,0,0,0,6,1.0,1,0,1,0,0,1,0
0,76500.0,2,3,4,2,-17743,-4205,1,0,0,0,0,2.0,1,0,0,1,0,1,0
0,76500.0,2,3,4,2,-17743,-4205,1,0,0,0,0,2.0,1,0,0,1,0,1,1
1,103500.0,2,1,4,2,-11720,-1191,1,0,0,0,3,3.0,1,0,1,0,1,0,0
1,103500.0,2,1,4,2,-11720,-1191,1,0,0,0,3,3.0,1,0,1,0,1,0,0
1,103500.0,2,1,4,2,-11720,-1191,1,0,0,0,3,3.0,1,0,1,0,1,0,0
1,103500.0,2,1,4,2,-11720,-1191,1,0,0,0,3,3.0,1,0,1,0,1,0,0
1,103500.0,2,1,4,2,-11720,-1191,1,0,0,0,3,3.0,1,0,1,0,1,0,0
1,103500.0,2,1,4,2,-11720,-1191,1,0,0,0,3,3.0,1,0,1,0,1,0,0
1,103500.0,2,1,4,2,-11720,-1191,1,0,0,0,3,3.0,1,0,1,0,1,0,0
1,103500.0,2,1,4,2,-11720,-1191,1,0,0,0,3,3.0,1,0,1,0,1,0,1
1,103500.0,2,1,4,2,-11720,-1191,1,0,0,0,3,3.0,1,0,1,0,1,0,0
1,103500.0,2,1,4,2,-11720,-1191,1,0,0,0,3,3.0,1,0,1,0,1,0,1
1,103500.0,2,1,4,2,-11720,-1191,1,0,0,0,3,3.0,1,0,1,0,1,0,1
1,103500.0,2,1,4,2,-11720,-1191,1,0,0,0,3,3.0,1,0,1,0,1,0,0
1,180000.0,2,1,0,1,-13100,-2013,1,0,0,1,0,2.0,1,0,1,0,1,0,0
1,180000.0,2,1,0,1,-13100,-2013,1,0,0,1,0,2.0,1,0,1,0,1,0,0
1,180000.0,2,1,0,1,-13100,-2013,1,0,0,1,0,2.0,1,0,1,0,1,0,0
1,180000.0,2,1,0,1,-13100,-2013,1,0,0,1,0,2.0,1,0,1,0,1,0,0
1,180000.0,2,1,0,1,-13100,-2013,1,0,0,1,0,2.0,1,0,1,0,1,0,0
0,315000.0,1,1,4,2,-20282,365243,1,0,0,0,0,2.0,0,1,1,0,0,1,0
1,225000.0,2,1,4,2,-11177,-4205,1,0,0,0,1,3.0,0,1,0,1,0,1,0
1,225000.0,2,1,4,2,-11177,-4205,1,0,0,0,1,3.0,0,1,0,1,0,1,1
1,225000.0,2,1,4,2,-11177,-4205,1,0,0,0,1,3.0,0,1,0,1,0,1,0
1,225000.0,2,1,4,2,-11177,-4205,1,0,0,0,1,3.0,0,1,0,1,0,1,1
1,225000.0,2,1,4,2,-11177,-4205,1,0,0,0,1,3.0,0,1,0,1,0,1,1
0,135000.0,2,3,4,2,-9303,-852,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,135000.0,2,3,4,2,-9303,-852,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,135000.0,2,3,4,2,-9303,-852,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,135000.0,2,3,4,2,-9303,-852,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,135000.0,2,3,4,2,-9303,-852,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,135000.0,2,3,4,2,-9303,-852,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,135000.0,2,3,4,2,-9303,-852,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,135000.0,2,3,4,2,-9303,-852,1,0,0,0,3,2.0,0,1,0,1,0,1,0
0,90000.0,2,1,4,2,-18863,-1644,1,0,0,1,0,2.0,0,1,1,0,0,1,0
0,257625.0,2,1,3,2,-13898,-609,1,0,0,0,1,2.0,1,0,1,0,0,1,0
0,157500.0,2,1,0,2,-20102,-1039,1,0,0,0,1,1.0,0,1,1,0,0,1,0
0,157500.0,2,1,0,2,-20102,-1039,1,0,0,0,1,1.0,0,1,1,0,0,1,0
0,157500.0,2,1,0,2,-20102,-1039,1,0,0,0,1,1.0,0,1,1,0,0,1,0
0,157500.0,2,1,0,2,-20102,-1039,1,0,0,0,1,1.0,0,1,1,0,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
0,112500.0,2,1,0,2,-9952,-1613,1,0,0,0,0,1.0,0,1,0,1,0,1,0
